Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
246,Ersan İlyasova\ilyaser01,PF,32,MIL,44,726,17.4,.612,.439,.276,7.1,23.1,15.6,7.8,1.2,1.6,8.3,17.1,,1.6,1.5,3.1,.204,,0.5,0.7,1.1,0.6
247,Joe Ingles\inglejo01,SF,32,UTA,48,1440,13.3,.592,.623,.165,1.4,13.0,7.5,23.6,1.4,0.3,17.0,15.7,,2.1,1.7,3.8,.126,,1.6,0.5,2.1,1.5
248,Brandon Ingram\ingrabr01,PF,22,NOP,44,1506,20.7,.597,.340,.348,2.7,17.0,9.8,20.4,1.3,1.9,12.6,28.7,,3.2,1.1,4.3,.137,,2.8,-0.7,2.1,1.6
249,Kyrie Irving\irvinky01,PG,27,BRK,19,629,27.5,.598,.339,.252,3.3,12.6,8.1,38.4,1.9,1.2,9.3,32.9,,2.3,0.7,3.0,.231,,8.1,-0.1,8.0,1.6
250,Jonathan Isaac\isaacjo01,SF,22,ORL,32,949,17.2,.542,.283,.227,6.1,19.1,12.3,7.3,2.6,7.4,11.7,18.3,,0.4,2.0,2.5,.124,,-1.9,5.2,3.2,1.3
251,Wesley Iwundu\iwundwe01,SF,25,ORL,34,620,9.6,.501,.336,.376,3.3,12.4,7.7,8.0,1.7,1.5,8.4,13.2,,0.3,0.7,1.0,.077,,-3.2,0.9,-2.3,0.0
252,Frank Jackson\jacksfr01,PG,21,NOP,40,526,8.0,.504,.451,.243,2.6,7.5,5.0,8.0,1.2,0.5,13.0,20.5,,-0.3,0.2,-0.1,-0.010,,-3.4,-3.2,-6.6,-0.6
253,Jaren Jackson\jacksja02,C,20,MEM,47,1318,17.1,.601,.486,.217,3.9,13.8,8.9,7.4,1.1,5.0,10.6,24.5,,1.6,1.2,2.7,.099,,1.3,-0.4,0.9,1.0
254,Josh Jackson\jacksjo02,SG,22,MEM,2,34,11.1,.477,.400,.267,6.4,12.4,9.4,4.1,2.7,0.0,10.7,23.0,,0.0,0.0,0.0,-0.004,,-3.8,-3.1,-6.9,0.0
255,Justin Jackson\jacksju01,PF,24,DAL,43,698,9.7,.503,.513,.130,2.7,12.4,7.6,6.1,0.6,0.7,3.5,15.9,,0.5,0.4,0.9,.062,,-1.6,-2.2,-3.9,-0.3
256,Reggie Jackson\jacksre01,PG,29,DET,7,160,17.4,.533,.423,.269,2.8,9.2,6.0,27.0,1.8,0.5,10.3,26.3,,0.2,0.1,0.3,.096,,1.6,-2.9,-1.4,0.0
257,Justin James\jamesju01,SG,23,SAC,28,213,10.4,.461,.338,.257,3.1,13.1,8.0,10.2,1.4,4.0,8.9,18.5,,-0.1,0.2,0.1,.020,,-4.4,0.0,-4.4,-0.1
258,LeBron James\jamesle01,PG,35,LAL,45,1569,25.8,.572,.311,.281,3.3,20.3,12.0,50.2,1.8,1.2,15.2,31.5,,4.5,2.4,6.9,.211,,6.5,2.1,8.6,4.2
259,Amile Jefferson\jeffeam01,PF,26,ORL,17,74,9.1,.391,.000,1.077,12.3,19.3,15.7,7.4,0.7,3.7,13.5,13.0,,0.0,0.1,0.1,.037,,-6.3,1.6,-4.8,-0.1
260,DaQuan Jeffries\jeffrda01,SG,22,SAC,3,12,2.0,.333,.333,.000,9.1,0.0,4.7,11.2,0.0,0.0,0.0,10.9,,0.0,0.0,0.0,-0.002,,-3.6,-3.5,-7.1,0.0
261,Ty Jerome\jeromty01,PG,22,PHO,18,212,11.4,.485,.425,.068,2.5,13.3,7.8,21.9,2.7,1.2,13.8,17.4,,0.0,0.2,0.2,.055,,-2.3,0.3,-2.0,0.0
262,Alize Johnson\johnsal02,SF,23,IND,11,46,14.6,.541,.000,.429,14.5,21.7,18.1,6.0,0.0,0.0,5.7,16.9,,0.1,0.0,0.1,.146,,-1.8,-2.8,-4.6,0.0
263,B.J. Johnson\johnsbj01,SF,24,ORL,6,41,5.0,.385,.375,.125,2.5,13.4,7.7,7.3,2.4,0.0,15.1,21.0,,-0.1,0.1,-0.1,-0.092,,-8.1,-1.3,-9.4,-0.1
264,Cameron Johnson\johnsca02,PF,23,PHO,38,754,11.8,.574,.683,.148,5.0,12.1,8.5,6.7,1.1,1.4,8.5,15.9,,0.8,0.5,1.3,.084,,0.3,-1.1,-0.8,0.2
265,James Johnson\johnsja01,PF,32,MIA,17,266,11.5,.550,.542,.169,3.1,16.3,10.1,10.6,0.7,4.7,11.9,16.8,,0.1,0.3,0.4,.080,,-2.0,0.9,-1.1,0.1
266,Keldon Johnson\johnske04,SF,20,SAS,2,7,-2.4,.250,.000,.000,0.0,30.1,15.2,0.0,0.0,0.0,0.0,24.6,,0.0,0.0,0.0,-0.267,,-18.1,-9.0,-27.2,0.0
267,Stanley Johnson\johnsst04,PF,23,TOR,16,80,1.6,.353,.429,.143,4.0,16.7,10.5,8.5,1.8,1.2,21.2,20.2,,-0.3,0.1,-0.2,-0.108,,-9.4,0.1,-9.3,-0.1
268,Tyler Johnson\johnsty01,SG,27,PHO,30,506,8.5,.489,.488,.190,2.1,9.1,5.6,13.4,1.1,1.4,11.6,17.3,,-0.1,0.3,0.2,.020,,-2.9,-1.3,-4.3,-0.3
269,Nikola Jokić\jokicni01,C,24,DEN,49,1570,24.1,.587,.257,.272,8.0,26.4,17.1,33.7,1.7,1.6,14.8,26.7,,4.2,2.4,6.6,.202,,4.8,2.7,7.5,3.8
270,Damian Jones\jonesda03,C,24,ATL,44,716,16.0,.720,.047,.523,9.2,14.6,11.8,5.3,1.1,4.0,11.1,11.9,,1.9,0.5,2.4,.160,,0.0,0.6,0.6,0.5
271,Derrick Jones\jonesde02,SF,22,MIA,33,793,12.8,.566,.382,.349,4.3,14.3,9.6,5.3,2.0,2.7,8.3,14.8,,0.8,1.1,1.9,.117,,-1.2,1.2,0.0,0.4
272,Tyus Jones\jonesty01,PG,23,MEM,49,924,14.2,.515,.271,.118,0.7,8.2,4.5,31.7,2.1,0.6,13.4,15.8,,1.1,0.5,1.7,.086,,-1.2,-2.3,-3.5,-0.4
273,DeAndre Jordan\jordade01,C,31,BRK,39,814,20.4,.682,.000,.431,11.6,35.4,23.8,13.8,0.9,3.8,18.6,14.1,,2.0,1.5,3.5,.206,,-0.8,3.8,3.1,1.0
274,Cory Joseph\josepco01,PG,28,SAC,48,1203,9.5,.491,.350,.150,2.6,9.5,5.9,19.4,1.4,1.3,14.9,13.4,,0.5,0.7,1.2,.050,,-2.3,-0.3,-2.6,-0.2
275,Mfiondu Kabengele\kabenmf01,C,22,LAC,10,44,18.5,.622,.545,.136,2.4,16.0,9.3,3.6,1.1,2.0,4.1,22.8,,0.1,0.1,0.2,.183,,1.2,-2.9,-1.7,0.0
276,Frank Kaminsky\kaminfr01,C,26,PHO,32,718,14.7,.554,.401,.315,4.5,20.1,12.1,14.7,0.9,1.2,9.4,20.7,,0.8,0.6,1.5,.098,,-0.3,-0.6,-0.9,0.2
277,Enes Kanter\kanteen01,C,27,BOS,36,667,24.2,.622,.020,.268,17.3,30.0,23.7,9.0,1.2,4.4,12.4,20.0,,1.9,1.3,3.3,.235,,1.0,2.2,3.2,0.9
278,Luke Kennard\kennalu01,SG,23,DET,28,922,14.4,.589,.535,.219,1.1,10.9,6.0,18.9,0.6,0.5,10.3,19.6,,1.7,0.3,1.9,.102,,1.8,-2.5,-0.6,0.3
279,Stanton Kidd\kiddst01,SF,27,UTA,4,15,-13.7,.000,.333,.000,0.0,20.8,10.9,8.0,0.0,0.0,40.0,14.6,,-0.1,0.0,-0.1,-0.319,,-16.3,0.5,-15.8,-0.1
280,Michael Kidd-Gilchrist\kiddgmi01,PF,26,CHO,12,160,6.2,.421,.321,.170,5.9,18.5,11.9,9.5,0.0,1.7,10.9,17.5,,-0.2,0.1,-0.1,-0.030,,-5.9,-2.1,-8.0,-0.2
281,Louis King\kinglo02,SF,20,DET,8,50,7.6,.464,.471,.176,2.2,15.8,9.0,14.6,1.9,0.0,9.8,17.6,,0.0,0.0,0.0,.010,,-3.2,-1.7,-4.9,0.0
282,Maxi Kleber\klebima01,C,28,DAL,47,1155,14.3,.617,.625,.196,6.6,15.7,11.2,5.6,0.6,3.6,9.5,14.0,,2.2,1.0,3.3,.135,,1.2,0.4,1.7,1.1
283,Brandon Knight\knighbr03,PG,28,CLE,16,241,5.6,.431,.744,.151,1.4,7.8,4.6,18.2,1.0,0.7,14.9,19.1,,-0.3,0.0,-0.3,-0.062,,-3.0,-3.6,-6.6,-0.3
284,Kevin Knox\knoxke01,SF,20,NYK,48,900,9.8,.487,.516,.276,2.0,15.3,8.4,8.1,1.1,2.0,7.9,17.9,,0.0,0.5,0.5,.025,,-2.5,-1.2,-3.7,-0.4
285,John Konchar\konchjo01,SG,23,MEM,5,30,4.7,.500,.500,.000,0.0,7.0,3.6,8.1,0.0,0.0,0.0,5.6,,0.0,0.0,0.0,.026,,-3.6,-2.5,-6.1,0.0
286,Furkan Korkmaz\korkmfu01,SG,22,PHI,48,997,10.4,.554,.619,.117,1.1,9.9,5.6,5.9,1.2,1.0,8.0,17.8,,0.4,1.1,1.5,.074,,-1.1,-1.5,-2.6,-0.1
287,Luke Kornet\kornelu01,C,24,CHI,31,450,12.7,.520,.584,.161,4.2,12.9,8.4,9.3,1.0,5.2,6.4,16.2,,0.3,0.5,0.9,.093,,-1.7,1.1,-0.6,0.2
288,Kyle Korver\korveky01,SF,38,MIL,42,702,11.1,.618,.799,.152,1.5,9.8,5.9,9.2,1.2,1.1,13.9,14.9,,0.7,1.1,1.8,.121,,0.1,-0.3,-0.2,0.3
289,Rodions Kurucs\kurucro01,PF,21,BRK,30,394,9.3,.603,.452,.192,4.0,14.6,9.4,10.3,1.6,0.4,22.1,15.4,,0.0,0.4,0.4,.054,,-2.8,-0.1,-2.9,-0.1
290,Kyle Kuzma\kuzmaky01,PF,24,LAL,38,950,11.8,.534,.423,.230,3.9,14.5,9.3,5.9,0.6,1.4,11.5,23.3,,0.0,1.0,1.0,.052,,-2.3,-2.1,-4.4,-0.6
291,Skal Labissière\labissk01,C,23,POR,33,567,15.4,.588,.088,.224,11.9,18.5,15.3,10.3,0.6,4.6,15.7,14.3,,1.0,0.5,1.5,.125,,-0.5,1.6,1.1,0.4
292,Jeremy Lamb\lambje01,SG,27,IND,37,1069,14.6,.547,.331,.216,2.1,15.4,8.8,10.9,2.1,1.5,8.9,19.9,,0.8,1.5,2.3,.104,,-0.3,0.8,0.5,0.7
293,Romeo Langford\langfro01,SG,20,BOS,13,114,9.1,.563,.417,.333,4.7,5.6,5.2,2.3,1.3,1.6,9.8,11.4,,0.1,0.1,0.2,.090,,-2.1,-0.6,-2.6,0.0
294,Zach LaVine\lavinza01,SG,24,CHI,51,1758,19.5,.565,.407,.286,2.1,13.6,7.6,21.2,1.9,1.2,12.4,31.5,,1.8,2.0,3.8,.103,,2.4,-0.9,1.5,1.5
295,Vic Law\lawvi01,SF,24,ORL,2,4,-20.2,.000,1.000,2.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,,0.0,0.0,0.0,-0.535,,-15.7,-6.6,-22.3,0.0
296,Jake Layman\laymaja01,PF,25,MIN,14,369,10.1,.539,.409,.076,3.3,8.5,5.8,4.6,1.5,2.2,11.7,17.3,,-0.1,0.3,0.2,.026,,-2.7,-0.7,-3.3,-0.1
297,T.J. Leaf\leaftj01,PF,22,IND,22,180,13.8,.476,.212,.152,12.4,24.6,18.5,4.6,1.9,1.5,7.9,18.7,,0.0,0.3,0.3,.090,,-3.2,-0.7,-4.0,-0.1
298,Jalen Lecque\lecquja01,PG,19,PHO,1,2,-19.5,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,,0.0,0.0,0.0,-0.516,,-22.3,-5.9,-28.2,0.0
299,Courtney Lee\leeco01,SG,34,DAL,10,80,12.7,.717,.522,.000,0.0,6.4,3.3,5.4,0.0,2.1,8.0,13.3,,0.2,0.0,0.2,.110,,0.3,-2.7,-2.3,0.0
300,Damion Lee\leeda03,SG,27,GSW,33,916,11.9,.525,.380,.290,3.0,17.4,10.0,13.7,1.6,0.3,11.3,18.9,,0.3,0.6,0.9,.047,,-1.9,-1.0,-2.9,-0.2
301,Alex Len\lenal01,C,26,ATL,40,745,17.6,.590,.215,.312,9.8,23.5,16.6,8.8,1.2,3.7,11.7,18.6,,1.1,0.7,1.8,.118,,-1.0,0.4,-0.6,0.3
302,Kawhi Leonard\leonaka01,SF,28,LAC,36,1168,26.8,.579,.267,.338,3.6,20.3,12.1,28.2,2.9,1.7,12.0,34.1,,2.9,2.2,5.1,.209,,4.8,2.6,7.4,2.8
303,Meyers Leonard\leoname01,C,27,MIA,47,943,11.2,.644,.524,.117,3.3,22.8,13.6,7.9,0.7,1.5,13.2,11.7,,1.1,1.1,2.2,.112,,-1.0,0.5,-0.6,0.3
304,Caris LeVert\leverca01,SG,25,BRK,22,582,10.2,.464,.285,.261,3.3,10.6,7.0,19.9,1.4,0.4,14.0,27.1,,-0.9,0.5,-0.3,-0.028,,-3.9,-1.5,-5.4,-0.5
305,Damian Lillard\lillada01,PG,29,POR,47,1746,26.8,.624,.498,.398,1.3,10.8,6.1,34.3,1.3,0.7,10.9,30.1,,7.7,0.6,8.3,.229,,9.1,-2.5,6.7,3.8
306,Nassir Little\littlna01,PF,19,POR,37,463,9.6,.502,.392,.292,6.1,14.4,10.3,5.2,0.9,2.4,9.4,13.7,,0.2,0.3,0.5,.050,,-2.4,-0.7,-3.1,-0.1
307,Kevon Looney\looneke01,C,23,GSW,10,105,6.6,.380,.063,.156,14.7,14.8,14.7,5.6,1.4,1.7,14.9,16.3,,-0.1,0.1,-0.1,-0.035,,-6.5,-1.1,-7.6,-0.1
308,Brook Lopez\lopezbr01,C,31,MIL,46,1211,13.7,.526,.529,.173,2.4,14.0,8.6,7.9,1.2,8.3,8.7,16.5,,0.5,2.8,3.3,.131,,-1.9,4.7,2.8,1.5
309,Robin Lopez\lopezro01,C,31,MIL,44,625,11.9,.566,.323,.204,7.1,11.2,9.3,6.0,0.4,4.4,15.4,17.1,,0.2,1.0,1.2,.096,,-2.7,1.0,-1.7,0.1
310,Kevin Love\loveke01,PF,31,CLE,42,1309,18.0,.600,.518,.295,2.9,31.8,17.3,14.4,0.9,0.9,15.0,23.5,,1.7,0.9,2.6,.095,,1.1,-0.6,0.4,0.8
311,Kyle Lowry\lowryky01,PG,33,TOR,38,1397,17.3,.579,.574,.408,1.6,11.2,6.5,29.3,1.6,1.0,14.3,22.9,,2.8,1.9,4.8,.165,,3.0,-0.1,2.9,1.7
312,Timothé Luwawu-Cabarrot\luwawti01,SG,24,BRK,24,358,8.2,.585,.528,.303,2.6,11.2,7.0,5.5,1.3,0.2,15.8,14.0,,0.1,0.3,0.4,.058,,-2.8,-1.0,-3.8,-0.2
313,Trey Lyles\lylestr01,PF,24,SAS,47,812,11.4,.499,.495,.124,7.7,27.2,17.6,8.5,0.8,1.7,11.2,13.2,,0.4,0.7,1.1,.065,,-1.8,0.0,-1.8,0.0
314,Daryl Macon\maconda01,SG,24,MIA,4,14,-3.0,.500,.667,.000,0.0,0.0,0.0,9.7,0.0,0.0,40.0,15.7,,0.0,0.0,0.0,-0.156,,-9.4,-5.8,-15.2,0.0
315,Josh Magette\magetjo01,PG,30,ORL,8,38,5.3,.378,.267,.133,2.7,14.4,8.3,19.9,3.9,2.4,23.9,23.8,,-0.2,0.1,-0.1,-0.118,,-8.8,2.1,-6.7,0.0
316,Ian Mahinmi\mahinia01,C,33,WAS,27,606,14.8,.562,.128,.564,10.2,19.9,14.9,8.8,1.6,5.2,16.7,16.0,,0.6,0.4,1.0,.078,,-1.6,1.7,0.1,0.3
317,Thon Maker\makerth01,C,22,DET,45,518,13.5,.607,.339,.786,7.4,15.7,11.5,6.5,1.6,4.2,16.6,15.1,,0.6,0.5,1.1,.105,,-1.6,1.1,-0.6,0.2
318,Terance Mann\mannte01,SG,23,LAC,29,240,7.2,.497,.208,.250,1.7,10.1,6.0,17.2,1.2,1.8,20.8,11.5,,0.0,0.3,0.3,.053,,-4.1,0.7,-3.5,-0.1
319,Boban Marjanović\marjabo01,C,31,DAL,24,235,22.3,.597,.073,.312,14.5,31.9,23.3,6.4,0.8,1.8,12.7,25.8,,0.5,0.3,0.8,.166,,-1.7,-2.4,-4.1,-0.1
320,Lauri Markkanen\markkla01,PF,22,CHI,46,1395,14.5,.560,.535,.271,4.3,19.6,11.7,7.9,1.3,1.5,11.1,21.3,,1.0,1.6,2.7,.092,,-0.6,-0.5,-1.0,0.3
321,Caleb Martin\martica02,SF,24,CHO,5,32,5.0,.369,.300,.500,3.3,14.3,8.5,13.8,1.6,5.7,19.7,20.8,,-0.1,0.0,-0.1,-0.113,,-9.2,1.1,-8.2,0.0
322,Cody Martin\martico01,SF,24,CHO,34,499,10.3,.484,.370,.353,4.8,14.9,9.6,13.0,2.4,1.1,12.7,13.8,,0.1,0.4,0.5,.051,,-3.0,0.4,-2.6,-0.1
323,Jeremiah Martin\martije02,PG,23,BRK,1,2,-13.8,.000,.000,.000,0.0,50.3,25.7,0.0,0.0,0.0,0.0,20.9,,0.0,0.0,0.0,-0.424,,-27.5,-7.7,-35.2,0.0
324,Kelan Martin\martike03,SF,24,MIN,18,311,5.6,.438,.518,.045,1.6,18.7,9.9,4.2,0.5,1.6,6.5,16.2,,-0.3,0.2,-0.1,-0.018,,-5.6,-1.9,-7.4,-0.4
325,Frank Mason\masonfr01,PG,25,MIL,4,18,6.1,.285,.571,.571,5.9,5.2,5.5,32.4,2.5,0.0,10.2,22.4,,0.0,0.0,0.0,-0.024,,-4.6,-2.1,-6.7,0.0
326,Garrison Mathews\mathega01,SG,23,WAS,15,196,14.7,.726,.840,.640,3.2,9.9,6.4,6.7,0.7,0.4,9.8,15.0,,0.6,-0.1,0.6,.144,,3.4,-4.4,-1.0,0.1
327,Wesley Matthews\matthwe02,SG,33,MIL,45,1095,8.5,.557,.679,.179,1.0,8.4,4.9,7.3,1.2,0.5,9.5,12.3,,0.6,1.6,2.2,.096,,-1.0,0.2,-0.8,0.3
328,Patrick McCaw\mccawpa01,SF,24,TOR,25,626,8.1,.527,.407,.085,2.0,6.9,4.5,12.7,2.1,0.6,16.4,10.0,,0.2,0.8,1.0,.079,,-2.3,1.4,-1.0,0.2
329,CJ McCollum\mccolcj01,SG,28,POR,45,1609,16.8,.539,.366,.122,1.9,9.5,5.8,17.2,1.0,1.6,7.9,25.7,,2.0,0.5,2.5,.076,,1.6,-2.1,-0.5,0.6
330,T.J. McConnell\mccontj01,PG,27,IND,46,897,16.8,.541,.040,.108,2.6,12.0,7.3,39.2,1.7,0.8,17.8,17.3,,1.4,1.0,2.4,.130,,-0.6,-0.8,-1.4,0.1
331,Jalen McDaniels\mcdanja01,PF,22,CHO,2,7,11.1,.400,.200,.000,14.9,0.0,7.8,0.0,0.0,0.0,0.0,31.2,,0.0,0.0,0.0,-0.104,,-6.5,-11.3,-17.8,0.0
332,Doug McDermott\mcderdo01,PF,28,IND,48,1009,13.9,.621,.532,.096,2.4,11.6,7.0,7.8,0.3,0.3,7.4,19.0,,1.7,0.7,2.4,.113,,1.7,-2.7,-1.0,0.3
333,JaVale McGee\mcgeeja01,C,32,LAL,45,763,21.8,.661,.023,.261,12.9,24.3,18.7,5.8,1.5,8.9,12.4,15.7,,1.9,1.7,3.6,.225,,-0.1,4.8,4.7,1.3
334,Rodney McGruder\mcgruro01,SG,28,LAC,36,618,6.2,.467,.539,.180,3.7,13.4,8.6,5.0,1.4,1.1,11.0,10.3,,-0.1,0.7,0.7,.051,,-2.9,1.2,-1.7,0.0
335,Alfonzo McKinnie\mckinal01,SF,27,CLE,34,482,8.5,.480,.382,.199,6.8,15.7,11.2,3.8,1.9,1.1,13.0,15.1,,-0.2,0.3,0.1,.008,,-3.6,-1.2,-4.7,-0.3
336,Jordan McLaughlin\mclaujo01,PG,23,MIN,13,228,10.9,.490,.476,.159,0.9,9.4,5.0,25.3,2.1,0.0,12.9,14.0,,0.1,0.2,0.3,.064,,-2.3,-1.9,-4.1,-0.1
337,Ben McLemore\mclembe01,SG,26,HOU,48,1128,11.2,.605,.837,.126,1.5,8.6,5.0,5.4,1.2,0.8,9.3,16.0,,1.4,0.7,2.1,.089,,0.7,-2.2,-1.5,0.1
338,Jordan McRae\mcraejo01,SG,28,WAS,29,654,15.4,.523,.334,.262,2.7,15.1,8.7,18.5,1.4,2.0,9.7,24.8,,0.5,0.1,0.6,.046,,-0.3,-2.2,-2.5,-0.1
339,Nicolò Melli\mellini01,C,29,NOP,37,554,11.9,.603,.630,.228,3.6,14.1,8.8,9.3,1.7,1.1,13.6,15.3,,0.6,0.4,1.0,.088,,-0.1,-0.9,-1.0,0.1
340,De'Anthony Melton\meltode01,PG,21,MEM,36,644,17.4,.572,.286,.308,4.2,17.7,11.0,23.0,3.3,1.6,17.2,19.9,,0.8,0.8,1.6,.118,,0.1,1.6,1.8,0.6
341,Chimezie Metu\metuch01,PF,22,SAS,13,58,27.6,.587,.000,.214,16.7,23.6,20.2,8.7,0.8,6.0,6.1,24.3,,0.2,0.1,0.2,.201,,0.8,-0.3,0.5,0.0
342,Khris Middleton\middlkh01,SF,28,MIL,41,1188,22.1,.629,.368,.247,2.9,16.0,9.9,21.2,1.5,0.4,10.9,25.8,,3.5,2.1,5.6,.225,,3.9,0.1,4.0,1.8
343,C.J. Miles\milescj01,SG,32,WAS,10,161,11.2,.472,.593,.339,2.6,5.6,4.1,9.8,2.9,2.1,5.6,18.5,,0.0,0.1,0.1,.028,,-0.9,-2.1,-2.9,0.0
344,Malcolm Miller\millema01,SF,26,TOR,22,117,4.9,.423,.762,.286,0.9,11.4,6.3,8.8,1.6,1.6,11.3,9.7,,-0.1,0.2,0.1,.039,,-4.4,1.0,-3.4,0.0
345,Patty Mills\millspa02,PG,31,SAS,47,1099,14.8,.592,.654,.185,1.6,6.0,3.8,12.1,1.7,0.4,8.4,20.1,,1.7,0.4,2.1,.092,,2.8,-3.1,-0.3,0.5
346,Paul Millsap\millspa01,PF,34,DEN,32,798,17.1,.586,.266,.340,8.7,16.9,12.8,8.2,1.7,2.5,11.5,19.8,,1.4,1.1,2.5,.152,,0.3,0.6,0.9,0.6
347,Shake Milton\miltosh01,SG,23,PHI,16,210,11.7,.587,.560,.333,2.1,15.6,8.9,15.3,0.9,0.4,17.3,21.4,,0.1,0.3,0.4,.081,,-1.4,-1.8,-3.2,-0.1
348,Donovan Mitchell\mitchdo01,SG,23,UTA,47,1614,20.1,.561,.333,.238,2.5,10.6,6.7,22.0,1.6,0.6,10.3,31.1,,2.8,1.9,4.7,.139,,2.6,-0.7,1.8,1.6
349,Naz Mitrou-Long\mitrona01,SG,26,IND,3,43,10.2,.438,.688,.000,0.0,15.4,7.7,22.1,1.1,2.0,11.1,18.4,,0.0,0.0,0.0,.019,,-2.6,-1.0,-3.5,0.0
350,Adam Mokoka\mokokad01,SG,21,CHI,4,12,-12.3,.000,.571,.000,17.5,0.0,9.1,0.0,4.0,0.0,0.0,25.0,,-0.1,0.0,-0.1,-0.473,,-16.1,-5.7,-21.8,-0.1
351,Malik Monk\monkma01,SG,21,CHO,46,912,11.8,.519,.436,.199,2.3,12.8,7.3,17.2,1.0,1.1,12.7,21.9,,0.0,0.4,0.4,.020,,-2.0,-2.3,-4.2,-0.5
352,Matt Mooney\moonema01,SG,22,CLE,2,5,21.8,.500,.500,.000,0.0,22.2,11.0,32.0,0.0,17.1,0.0,17.1,,0.0,0.0,0.0,.185,,-0.2,6.4,6.2,0.0
353,E'Twaun Moore\mooreet01,SG,30,NOP,36,739,12.3,.512,.398,.108,3.4,10.9,7.1,12.4,1.3,0.7,7.4,21.1,,0.4,0.3,0.7,.046,,-1.0,-2.3,-3.3,-0.2
354,Ja Morant\moranja01,PG,20,MEM,43,1282,18.4,.568,.156,.329,2.2,10.0,6.1,35.4,1.7,0.8,17.2,26.0,,1.7,0.7,2.4,.092,,0.8,-1.7,-0.9,0.4
355,Juwan Morgan\morgaju01,PF,22,UTA,10,42,4.8,.583,.667,.000,2.7,14.9,9.1,3.1,0.0,2.0,25.0,8.3,,0.0,0.0,0.0,.031,,-4.1,0.3,-3.8,0.0
356,Marcus Morris\morrima03,SF,30,NYK,41,1316,16.5,.578,.422,.307,3.4,14.9,8.9,7.2,1.2,1.2,9.3,24.1,,2.0,0.7,2.7,.097,,1.3,-2.2,-0.9,0.4
357,Markieff Morris\morrima02,PF,30,DET,42,947,12.7,.572,.480,.202,2.6,16.9,9.7,10.6,1.3,0.9,14.0,21.5,,0.4,0.7,1.0,.051,,-0.9,-1.5,-2.5,-0.1
358,Monte Morris\morrimo01,PG,24,DEN,49,985,14.7,.522,.277,.134,1.7,7.9,4.7,25.1,1.7,0.9,8.2,17.6,,1.5,0.9,2.4,.116,,-0.4,-1.6,-2.0,0.0
359,Johnathan Motley\motlejo01,PF,24,LAC,8,18,25.2,.799,.167,.333,5.8,11.2,8.6,43.5,7.8,0.0,36.8,24.9,,0.0,0.1,0.1,.249,,3.4,3.6,7.0,0.0
360,Emmanuel Mudiay\mudiaem01,PG,23,UTA,42,694,13.1,.545,.262,.212,2.5,13.3,8.2,22.1,1.1,1.1,17.4,21.7,,0.2,0.8,1.0,.072,,-1.8,0.0,-1.7,0.0
361,Dejounte Murray\murrade01,PG,23,SAS,43,1039,16.7,.544,.168,.184,5.3,19.5,12.4,23.2,3.2,1.1,18.4,20.3,,0.5,1.3,1.8,.083,,-0.3,1.9,1.7,1.0
362,Jamal Murray\murraja01,PG,22,DEN,40,1279,16.9,.537,.333,.219,2.8,11.2,7.0,22.0,2.1,0.8,11.5,24.9,,1.4,1.4,2.8,.107,,1.0,-0.5,0.5,0.8
363,Džanan Musa\musadz01,SF,20,BRK,33,392,7.4,.447,.478,.328,4.8,12.3,8.7,11.2,1.4,0.2,15.4,19.4,,-0.5,0.4,-0.1,-0.013,,-4.7,-1.3,-6.0,-0.4
364,Mike Muscala\muscami01,C,28,OKC,35,447,11.3,.544,.764,.157,2.8,17.6,10.5,9.8,0.8,1.5,8.0,16.0,,0.4,0.5,0.9,.092,,-0.3,-0.9,-1.1,0.1
365,Sviatoslav Mykhailiuk\mykhasv01,SF,22,DET,45,984,11.7,.614,.710,.152,1.5,7.1,4.3,10.6,1.3,0.3,12.0,16.2,,1.2,0.3,1.6,.076,,1.0,-2.4,-1.4,0.1
366,Abdel Nader\naderab01,SF,26,OKC,34,533,10.2,.590,.513,.227,2.2,8.2,5.3,6.5,1.0,1.7,14.6,16.4,,0.2,0.4,0.7,.059,,-1.5,-1.1,-2.6,-0.1
367,Larry Nance\nancela02,C,27,CLE,40,976,17.0,.602,.385,.185,7.8,25.0,16.3,11.1,1.7,1.6,11.1,14.6,,1.8,0.7,2.5,.124,,0.9,0.9,1.8,0.9
368,Shabazz Napier\napiesh01,PG,28,MIN,34,793,14.1,.541,.560,.313,2.0,11.8,6.8,31.3,2.2,0.7,19.4,19.1,,0.6,0.7,1.3,.078,,-0.2,-1.0,-1.2,0.2
369,Raul Neto\netora01,PG,27,PHI,40,458,11.7,.562,.400,.110,1.5,8.1,4.8,19.3,2.1,0.9,17.8,17.5,,0.2,0.6,0.8,.080,,-2.2,-0.9,-3.2,-0.1
370,Georges Niang\niangge01,PF,26,UTA,42,576,13.4,.643,.692,.097,2.0,12.1,7.3,7.4,0.9,0.7,8.5,16.0,,1.0,0.6,1.6,.137,,1.7,-1.0,0.7,0.4
