Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
496,PJ Washington\washipj01,PF,21,CHO,43,1294,13.0,.569,.356,.262,2.8,17.2,9.7,11.0,1.5,2.5,12.9,17.9,,0.7,1.0,1.8,.065,,-1.5,0.5,-1.0,0.3
497,Yuta Watanabe\watanyu01,SG,25,MEM,6,26,6.1,.509,.333,.333,4.2,16.2,10.3,0.0,0.0,3.3,12.7,12.7,,0.0,0.0,0.0,-0.018,,-6.7,-3.6,-10.3,-0.1
498,Tremont Waters\watertr01,PG,22,BOS,6,56,12.4,.470,.560,.240,0.0,11.5,5.8,20.5,3.4,3.3,15.3,24.8,,-0.1,0.1,0.0,.042,,-2.9,0.7,-2.1,0.0
499,Paul Watson\watsopa01,SF,25,TOR,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.021,,-6.3,0.9,-5.4,0.0
500,Paul Watson\watsopa01,SG-SF,25,TOT,3,19,-6.3,.000,.429,.000,0.0,11.5,5.7,19.1,2.4,0.0,0.0,15.2,,-0.1,0.0,-0.1,-0.282,,-12.6,-1.5,-14.2,-0.1
501,Paul Watson\watsopa01,SG,25,ATL,2,17,-7.0,.000,.429,.000,0.0,12.8,6.3,21.3,2.7,0.0,0.0,17.0,,-0.1,0.0,-0.1,-0.317,,-13.4,-1.8,-15.2,-0.1
502,Russell Westbrook\westbru01,PG,31,HOU,41,1473,20.8,.526,.187,.296,4.9,18.4,11.6,35.8,2.1,0.9,14.9,33.7,,1.6,1.7,3.3,.108,,0.9,1.0,1.9,1.5
503,Coby White\whiteco01,SG,19,CHI,51,1221,10.0,.482,.475,.155,2.0,14.0,7.8,13.9,1.5,0.3,11.5,23.3,,-1.1,1.2,0.1,.004,,-3.0,-1.5,-4.5,-0.8
504,Derrick White\whitede01,SG,25,SAS,45,1070,15.2,.582,.344,.338,2.3,11.2,6.8,18.9,1.2,3.0,12.5,17.7,,1.7,0.7,2.4,.106,,0.6,-0.3,0.3,0.6
505,Hassan Whiteside\whiteha01,C,30,POR,45,1380,25.3,.641,.008,.344,13.6,32.7,23.3,6.0,0.6,8.6,13.3,19.8,,3.9,2.2,6.1,.212,,0.1,3.3,3.4,1.9
506,Andrew Wiggins\wiggian01,SF,24,MIN,39,1357,16.9,.538,.349,.254,3.3,12.4,7.7,18.6,0.9,2.1,10.3,28.3,,1.0,0.9,1.8,.065,,0.7,-1.3,-0.6,0.5
507,Grant Williams\willigr01,PF,21,BOS,45,676,7.1,.476,.435,.304,6.4,12.0,9.2,9.3,1.3,3.0,19.1,12.2,,-0.1,0.9,0.8,.057,,-3.0,1.8,-1.2,0.1
508,Johnathan Williams\willijo04,C,24,WAS,10,134,14.6,.643,.080,.200,11.8,23.7,17.5,5.9,0.3,3.8,12.8,9.6,,0.3,0.0,0.3,.109,,-1.2,-0.3,-1.5,0.0
509,Kenrich Williams\willike04,PF,25,NOP,35,779,7.8,.430,.671,.168,6.6,17.7,12.1,8.5,1.5,2.3,12.0,9.2,,0.1,0.7,0.7,.046,,-2.2,1.7,-0.5,0.3
510,Lou Williams\willilo02,SG,33,LAC,45,1349,17.7,.551,.344,.376,1.5,8.7,5.1,31.1,1.0,0.5,14.6,28.8,,2.0,1.2,3.2,.113,,1.5,-2.0,-0.5,0.5
511,Marvin Williams\willima02,PF,33,CHO,39,766,12.1,.598,.562,.246,2.0,13.1,7.3,7.6,1.7,2.3,9.6,14.2,,0.9,0.5,1.4,.088,,-1.0,-0.2,-1.2,0.2
512,Robert Williams\williro04,C,22,BOS,19,269,18.2,.671,.000,.286,9.2,25.4,17.4,10.6,3.0,7.1,22.5,11.3,,0.4,0.7,1.1,.196,,-1.2,6.9,5.7,0.5
513,Nigel Williams-Goss\willini01,PG,25,UTA,9,28,5.7,.254,.286,.286,8.2,11.1,9.7,22.3,1.7,3.0,20.2,15.4,,-0.1,0.0,0.0,-0.037,,-6.4,2.2,-4.2,0.0
514,Zion Williamson\willizi01,PF,19,NOP,5,125,25.1,.640,.094,.391,13.4,19.7,16.5,13.1,0.7,0.7,12.8,28.3,,0.3,0.1,0.4,.144,,2.4,-2.6,-0.1,0.1
515,D.J. Wilson\wilsodj01,PF,23,MIL,26,235,7.9,.487,.570,.089,2.7,18.2,10.9,9.9,0.2,1.5,12.8,16.5,,-0.1,0.4,0.3,.053,,-4.0,-0.5,-4.5,-0.1
516,Justise Winslow\winslju01,SF,23,MIA,11,352,8.8,.440,.209,.209,5.4,17.2,11.6,18.7,1.0,1.4,14.6,20.6,,-0.3,0.4,0.0,.004,,-4.2,0.4,-3.7,-0.2
517,Christian Wood\woodch01,PF,24,DET,46,797,22.6,.666,.272,.570,8.0,26.4,17.2,6.4,1.1,4.1,12.5,21.7,,2.2,0.9,3.1,.186,,0.6,-0.2,0.4,0.5
518,Delon Wright\wrighde01,SG,27,DAL,46,958,17.5,.569,.296,.233,5.7,13.6,9.7,20.9,2.7,1.5,12.1,15.1,,2.1,1.1,3.3,.163,,1.4,1.6,3.0,1.2
519,Thaddeus Young\youngth01,PF,31,CHI,50,1165,12.5,.505,.368,.130,6.1,15.6,10.7,11.9,2.4,1.2,13.2,19.7,,-0.3,1.5,1.3,.052,,-2.1,0.8,-1.3,0.2
520,Trae Young\youngtr01,PG,21,ATL,44,1543,24.5,.597,.447,.429,1.9,12.3,7.0,46.6,1.5,0.3,16.3,34.8,,4.0,0.6,4.6,.142,,7.8,-2.3,5.5,2.9
521,Cody Zeller\zelleco01,C,27,CHO,45,1041,18.2,.573,.177,.361,12.7,20.6,16.5,9.7,1.3,1.7,11.8,20.9,,1.8,0.8,2.6,.119,,0.0,-0.6,-0.6,0.4
522,Ante Žižić\zizican01,C,23,CLE,16,159,18.8,.621,.000,.306,9.7,28.6,19.1,2.9,1.8,2.2,8.3,16.3,,0.4,0.2,0.5,.155,,-2.3,-1.4,-3.7,-0.1
523,Ivica Zubac\zubaciv01,C,22,LAC,48,849,20.7,.617,.008,.398,15.3,25.3,20.4,8.5,0.5,4.6,11.6,17.2,,2.4,1.4,3.8,.216,,0.4,2.3,2.7,1.0
